,Artikal,Datum,Tip dok.,Unnamed: 3,Broj dok.,Poslovni partner,Adresa,Poštanski broj,Unnamed: 8,Mjesto,Unnamed: 10,Količina,Iznos prije rabata,Regija,Unnamed: 12,Partner šifra,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 7,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 6
88,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17187.0,LUPRIV PLUS Mostar ogr.SARAJEVO 3,Skenderija 5,71000.0,,SARAJEVO,,12.0,122.64,09 - Sarajevski Kanton,,,,,,,,,,
89,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17140.0,LUPRIV PLUS Mostar ogr.SARAJEVO 3,Skenderija 5,71000.0,,SARAJEVO,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
90,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17137.0,LUPRIV PHARM Mostar ogr.SARAJEVO 1,Grbavička 85,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
91,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17144.0,LUPRIV PLUS Mostar ogr.ILIDŽA-HRASNICA,Igmanskih bataljona 3-5,71212.0,,HRASNICA,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
92,Dorzol 20mg/ml kapi za oči 5ml,22. 12. 2023.,OTP,,17194.0,B-PHARM- OGR. br.19 ap.BBI Centar Sarajevo,Trg djece Sarajeva br.1,71000.0,,SARAJEVO,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
93,Dorzol 20mg/ml kapi za oči 5ml,22. 12. 2023.,OTP,,17195.0,Apoteka TARA Sarajevo,Azize Šaćirbegović 80A,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
94,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17041.0,"PZU Apoteka Avicena Visoko-Ogranak ""Stup""",Stupska bb,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
95,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17001.0,Dina - PZU-apoteka Sarajevo,Bulevar Meše Selimovića b.b.,71000.0,,SARAJEVO,,50.0,511.0,09 - Sarajevski Kanton,,,,,,,,,,
96,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17022.0,Dina - PZU-apoteka Sarajevo ogr.ap. DINA 1 Hadžići,Hadželi bb (PC Zujevina),71240.0,,HADŽIĆI,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
97,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17024.0,"Privatna apoteka ""LAMELA"" Sarajevo",Branilaca Šipa br.4,71000.0,,SARAJEVO,,1.0,10.22,09 - Sarajevski Kanton,,,,,,,,,,
98,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17153.0,"PZU ""AP"" Apoteke Sarajevo ogranak Apoteka ""AVENA""",Džemala Bijedića 129B,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
99,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17024.0,"Privatna apoteka ""LAMELA"" Sarajevo",Branilaca Šipa br.4,71000.0,,SARAJEVO,,14.0,143.08,09 - Sarajevski Kanton,,,,,,,,,,
100,Dorzol 20mg/ml kapi za oči 5ml,22. 12. 2023.,OTP,,17212.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 6",Trg međunarodnog prijateljstva 18,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
101,Dorzol 20mg/ml kapi za oči 5ml,22. 12. 2023.,OTP,,17215.0,"Privatna apoteka""TARČIN""",Mrđana Đoke 78,71244.0,,TARČIN,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
102,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17020.0,Delfin-2 PZU apoteka Sarajevo,Trg heroja 3,71000.0,,SARAJEVO,,50.0,511.0,09 - Sarajevski Kanton,,,,,,,,,,
103,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17104.0,"Apoteka ""Ilidža""",E. Bogunića Čarlija 1,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
104,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17103.0,"Apoteka ""Centar""",Maršala Tita 40,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
105,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17102.0,"Apoteka ""Rajlovac""",Rajlovačka cesta 41,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
106,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17108.0,LUPRIV PHARM Mostar ogr.BUGOJNO,Kulina bana 19,70230.0,,BUGOJNO,,3.0,30.66,09 - Sarajevski Kanton,,,,,,,,,,
107,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17072.0,"PZU Apoteka ""IBO & CO"" Sarajevo-ogranak 1",Patriotske lige 35,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
108,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17073.0,"PZU ""AL-HANA"" Rakovica",Stanjevac 6,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
109,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17101.0,"Apoteka ""Saraj polje""",Mojmilska b.b.,71000.0,,SARAJEVO,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
110,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17093.0,J.U. Apoteke SA Nabavno-dist. služba,Bistrik Medresa 2,71000.0,,SARAJEVO,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
111,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17092.0,J.U. Apoteke SA Nabavno-dist. služba,Bistrik Medresa 2,71000.0,,SARAJEVO,,340.0,3474.8,09 - Sarajevski Kanton,,,,,,,,,,
112,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17105.0,"Apoteka ""Otoka""",Gradačačka 24,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
113,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17077.0,"PZU ""AL-HANA"" Hrasnica",Ejuba Sarajkića bb,71212.0,,HRASNICA,,200.0,2044.0,09 - Sarajevski Kanton,,,,,,,,,,
114,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17081.0,"PZU ""INTERNACIONALNA APOTEKA AL-HANA""",Zmaja od Bosne 71,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
115,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17098.0,"Apoteka ""Ilijaš""",Hašima Spahića b.b.,71380.0,,ILIJAŠ,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
116,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17069.0,PZU Apoteka Ibo&Co Sarajevo,Teheranski trg 7,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
117,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17065.0,"Privatna apoteka ""VALOR"" Ilidža",Rogačići 1 Vlakovo,71210.0,,ILIDŽA,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
118,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17131.0,LUPRIV PHARM Mostar ogr.26,Bistrik br.16,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
119,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17130.0,LUPRIV PHARM Mostar ogr.SARAJEVO 3,Trg Nezavisnosti 14,71000.0,,SARAJEVO,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
120,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17061.0,"PZU ""AP"" Apoteke Sarajevo",Trg Solidarnosti 39,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
121,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17134.0,LUPRIV PHARM Mostar ogr.Lupriv Pharm 22,Ul. Muhameda ef. Pandže bb.,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
122,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17116.0,LUPRIV PHARM Mostar ogr.SARAJEVO 20,Trg Solidarnosti 35,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
123,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17129.0,LUPRIV PHARM Mostar ogr.SARAJEVO 4,Višnjik 35A,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
124,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17118.0,"PZU ""AP"" Apoteke Sarajevo ogranak Apoteka ""ALTEA""",Koševo 32,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
125,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17066.0,Delfin-Otoka PZU apoteka Sarajevo,Bulevar Meše Selimovića 2,71000.0,,SARAJEVO,,50.0,511.0,09 - Sarajevski Kanton,,,,,,,,,,
126,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17121.0,PZU Apoteka Avicena Visoko-ogr.Hrasno Novo Sarajevo,Ul.Aleja Lipa bb,71000.0,,SARAJEVO,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
127,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17128.0,"PZU Apoteka ""IBO & CO"" Sarajevo-ogranak 1",Patriotske lige 35,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
128,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17127.0,"PZU ""AP"" Apoteke Sarajevo ogranak Apoteka ""Revita""",Azize Šaćirbegović 16,71000.0,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
129,"Latanox kapi za oči 1x2,5ml",20. 12. 2023.,OTP,,17067.0,Delfin-Otoka PZU apoteka Sarajevo,Bulevar Meše Selimovića 2,71000.0,,SARAJEVO,,1.0,9.44,09 - Sarajevski Kanton,,,,,,,,,,
130,Moksacin 5mg/ml kapi za oko 5ml,20. 12. 2023.,OTP,,17067.0,Delfin-Otoka PZU apoteka Sarajevo,Bulevar Meše Selimovića 2,71000.0,,SARAJEVO,,3.0,28.65,09 - Sarajevski Kanton,,,,,,,,,,
133,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,16997.0,GRADSKA LJEKARNA LIVNO,Kneza Mutimira 24,80101.0,,LIVNO,,3.0,30.66,10 - Livanjski kanton (Herceg Bosanski),,,,,,,,,,
134,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17178.0,"Ljekarna Z.U. ""Đivić"" Tomislavgrad",Kolodvor bb,80240.0,,TOMISLAVGRAD,,10.0,102.2,10 - Livanjski kanton (Herceg Bosanski),,,,,,,,,,
135,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17150.0,"Z.U. Ljekarna ""Đivić"" Produžnica ljekarna ""ĐIVIĆ"" 5",Kolo bb,80240.0,,TOMISLAVGRAD,,1.0,10.22,10 - Livanjski kanton (Herceg Bosanski),,,,,,,,,,
138,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17032.0,Z.U. APOTEKA MEDICA Brčko,"Bulevar mira bb, Delta 2",76205.0,,BRČKO DISTRIKT,,6.0,61.32,11 - Brčko Distrikt,,,,,,,,,,
141,Bimanox 2mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17059.0,Interpromet d.o.o.,Kulska obala bb,79220.0,,NOVI GRAD,,50.0,395.0,12 - RS,,,,,,,,,,
142,Bimanox 2mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17146.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ Petričevac 2",Branislava Nušića 19,78000.0,,BANJA LUKA,,5.0,39.5,12 - RS,,,,,,,,,,
143,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17120.0,"Z.U. ""APOTEKA BELLADONNA"" Trebinje",PREOBRAŽENSKA 16,89000.0,,TREBINJE,,100.0,1022.0,12 - RS,,,,,,,,,,
144,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17126.0,"ZU ""Apoteka Apharma"" Prijedor",Ulica Vuka Karadžića br.29,79000.0,,PRIJEDOR,,40.0,408.8,12 - RS,,,,,,,,,,
145,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17115.0,"Z.U. Apoteka ""PELIN""",Svetog Save 34,74270.0,,TESLIĆ,,30.0,306.6,12 - RS,,,,,,,,,,
146,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17082.0,ZU Apoteka Ukrina Čelinac,Dubrava Stara bb,78240.0,,ČELINAC,,30.0,306.6,12 - RS,,,,,,,,,,
147,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17119.0,"Zu Apoteka ""EVROPA LEK""",Ul.Novaka Pivaševića br.4,78430.0,,PRNJAVOR,,25.0,255.5,12 - RS,,,,,,,,,,
148,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17059.0,Interpromet d.o.o.,Kulska obala bb,79220.0,,NOVI GRAD,,1400.0,14308.0,12 - RS,,,,,,,,,,
149,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17030.0,"ZU ""Apoteke PROFARM"" Gradiška",Ulica Zaharija Orfelina br.5 GRADIŠKA,78400.0,,BOSANSKA GRADIŠKA/GRADIŠKA,,50.0,511.0,12 - RS,,,,,,,,,,
150,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17147.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ BOSKA",Trg Krajne 2,78000.0,,BANJA LUKA,,15.0,153.3,12 - RS,,,,,,,,,,
151,Dorzol 20mg/ml kapi za oči 5ml,22. 12. 2023.,OTP,,17199.0,"Z.U.  ""7 April"" Kotor Varoš P.J. Apoteka 7. April Banja Luka I",Bulevar Vojvode Stepe Stepanovića 177,78000.0,,BANJA LUKA,,5.0,51.1,12 - RS,,,,,,,,,,
152,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17176.0,ZU Apoteka INKA Banja Luka,Ul. Rade Vranješevića 19,78000.0,,BANJA LUKA,,30.0,306.6,12 - RS,,,,,,,,,,
153,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17044.0,ICM Bijeljina,Donja Ljeljenča 45,76300.0,,BIJELJINA,,50.0,511.0,12 - RS,,,,,,,,,,
154,Dorzol 20mg/ml kapi za oči 5ml,20. 12. 2023.,OTP,,17062.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ ZVIJEZDA",Cara Lazara 28,78000.0,,BANJA LUKA,,30.0,306.6,12 - RS,,,,,,,,,,
155,Dorzol 20mg/ml kapi za oči 5ml,21. 12. 2023.,OTP,,17146.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ Petričevac 2",Branislava Nušića 19,78000.0,,BANJA LUKA,,10.0,102.2,12 - RS,,,,,,,,,,
156,Dorzol 20mg/ml kapi za oči 5ml,19. 12. 2023.,OTP,,17053.0,"Z.U.""Dr.Golić""-Apoteka Ana Pharm 3 Srbac","Ulica Savska bb, Srbac",78420.0,,SRBAC,,95.0,970.9,12 - RS,,,,,,,,,,
1,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17478.0,Viva PZU Apoteka ogranak 3,Jošani bb,77220,,CAZIN,,5.0,51.1,01 - Unsko-Sanski kanton,,,,,,,,,,
2,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17477.0,PZU ''Apoteka Aida 2'' Bihać,Jablanska 269,77000,,BIHAĆ,,4.0,40.88,01 - Unsko-Sanski kanton,,,,,,,,,,
3,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17491.0,Apoteka PHARMACIA Bihać,Dr. Irfana Ljubijankića 66,77000,,BIHAĆ,,3.0,37.11,01 - Unsko-Sanski kanton,,,,,,,,,,
6,Bimanox 2mg/ml kapi za oči 5ml,26. 12. 2023.,OTP,,17364.0,"IBN-SINA PZU Ogranak 10 Stupine, Tuzla (A11)","Stupine B2, Tuzla",75000,,TUZLA,,5.0,39.5,03 - Tuzlanski Kanton,,,,,,,,,,
7,Dorzol 20mg/ml kapi za oči 5ml,26. 12. 2023.,OTP,,17427.0,"Apoteka ""BELA"" Živinice",25. Novembra bb,75270,,ŽIVINICE,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
8,Dorzol 20mg/ml kapi za oči 5ml,26. 12. 2023.,OTP,,17351.0,O.S. PHARM PZU. KALESIJA. Ogranak 4-APOTEKA GORNJE DUBRAVE,"Gornje Dubrave, ŽIVINICE",75273-D,,GORNJE DUBRAVE,,100.0,1022.0,03 - Tuzlanski Kanton,,,,,,,,,,
9,Dorzol 20mg/ml kapi za oči 5ml,26. 12. 2023.,OTP,,17352.0,"PZU APOTEKE ""PHARMACOM"" Tuzla ogr.FARMATEX br.1",ul.Alije Izetbegovića br.33 Tuzla,75000,,TUZLA,,10.0,102.2,03 - Tuzlanski Kanton,,,,,,,,,,
10,"Latanox kapi za oči 1x2,5ml",26. 12. 2023.,OTP,,17380.0,IBN-SINA PZU Ogranak SNIJEŽNICA (A30),Sniježnica bb,75414,,TEOČAK,,5.0,47.2,03 - Tuzlanski Kanton,,,,,,,,,,
13,Bimanox 2mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17330.0,"Privatna zdravstvena ustanova Apoteka ""Vitafarm""","Trg 21. marta broj 10, Matuzići",74203,,DOBOJ JUG,,30.0,237.0,04 - ZE-DO Kanton,,,,,,,,,,
14,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17311.0,"Apoteka ""ALTHAEA-PHARM"" vl.mr.ph.Lejla Osmić",Dr. Pinkasa Bandta bb,72220,,ZAVIDOVIĆI,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
15,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17312.0,"J.U. Apoteka Zdravlje-ogr.""Sutjeska""",Safvet Bega Bašagića bb,72220,,ZAVIDOVIĆI,,1.0,10.22,04 - ZE-DO Kanton,,,,,,,,,,
16,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17300.0,"PZU Apoteka ""PHARMACIA"" ogranak",Fra Ivana Jukića bb,72000,,ZENICA,,10.0,102.2,04 - ZE-DO Kanton,,,,,,,,,,
17,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17301.0,ZU apoteka VIOLAPHARM Tešanj,"Bukva bb,Tešanj",74260,,TEŠANJ,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
18,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17328.0,PZU Delfarm Jelah,Mustafe Ćemana bb,74264,,JELAH,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
19,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17330.0,"Privatna zdravstvena ustanova Apoteka ""Vitafarm""","Trg 21. marta broj 10, Matuzići",74203,,DOBOJ JUG,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
20,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17323.0,EUROLIJEK Privatna apoteka  Zenica,Londža 92,72000,,ZENICA,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
21,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17238.0,"PZU Halilić Žepče p.o. Apoteka ""Tina""",Prva bb,72230,,ŽEPČE,,10.0,102.2,04 - ZE-DO Kanton,,,,,,,,,,
22,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17299.0,"PZU Apoteka ""PHARMACIA'' PJ Crkvice",Crkvice 46,72000,,ZENICA,,20.0,204.4,04 - ZE-DO Kanton,,,,,,,,,,
23,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17295.0,PZU Apoteka Avicena Visoko-ogranak Kakanj,Zeničkog partizanskog odreda b,72240,,KAKANJ,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
24,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17278.0,J.U. Apoteka Zdravlje-ogr.ODMUT,Londža 134,72000,,ZENICA,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
25,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17260.0,J.U. Apoteka Zdravlje-ogr.GRADSKA apoteka,Maršala Tita 52,72000,,ZENICA,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
26,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17298.0,PZU Apoteka Avicena Visoko,Ulica Branilaca 41,71300,,VISOKO,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
27,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17297.0,PZU Apoteka Avicena Visoko-Ogr. Lejla,Šareni Hanovi bb,71300,,VISOKO,,5.0,51.1,04 - ZE-DO Kanton,,,,,,,,,,
28,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17475.0,MGM FARM d.o.o. Kakanj,311. Lahke brigade br.97,72240,,KAKANJ,,240.0,2968.8,04 - ZE-DO Kanton,,,,,,,,,,
29,"Latanox kapi za oči 1x2,5ml",25. 12. 2023.,OTP,,17261.0,J.U. Apoteka Zdravlje-ogr.GRADSKA apoteka,Maršala Tita 52,72000,,ZENICA,,2.0,16.84,04 - ZE-DO Kanton,,,,,,,,,,
30,Moksacin 5mg/ml kapi za oko 5ml,25. 12. 2023.,OTP,,17314.0,J.U. Apoteka Zdravlje-ogr.Mr. WEISS,Adolfa Goldbergera 6,72000,,ZENICA,,5.0,47.75,04 - ZE-DO Kanton,,,,,,,,,,
33,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17499.0,"JZU Apoteka ""9 MAJ"" Goražde",Kulina Bana 16,73000,,GORAŽDE,,10.0,102.2,05 - Bosansko-Podrinjski,,,,,,,,,,
34,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17499.0,"JZU Apoteka ""9 MAJ"" Goražde",Kulina Bana 16,73000,,GORAŽDE,,10.0,115.2,05 - Bosansko-Podrinjski,,,,,,,,,,
37,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17468.0,Remedia - privatna apoteka Kiseljak,Školska 1,71250,,KISELJAK,,5.0,51.1,06 - Srednjebosanski kanton,,,,,,,,,,
38,Dorzol 20mg/ml kapi za oči 5ml,26. 12. 2023.,OTP,,17409.0,MIA privatna apoteka Kiseljak,Josipa bana Jelačića 93,71250,,KISELJAK,,5.0,51.1,06 - Srednjebosanski kanton,,,,,,,,,,
39,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17449.0,"PZU ""AL-HANA"" Elda Travnik",Bosanska broj 21,72270,,TRAVNIK,,4.0,40.88,06 - Srednjebosanski kanton,,,,,,,,,,
40,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17488.0,"J.U. ""Apoteka/Ljekarna"" Travnik- Centralna apoteka",Prnjavor 24,72270,,TRAVNIK,,10.0,123.7,06 - Srednjebosanski kanton,,,,,,,,,,
43,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17241.0,"Privatna apoteka ""Pharma Viva"" Vogošća-Kobilja Glava",Kenana Brkanića 11,71000,,SARAJEVO,,3.0,30.66,09 - Sarajevski Kanton,,,,,,,,,,
44,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17473.0,J.U. Apoteke SA Nabavno-dist. služba,Bistrik Medresa 2,71000,,SARAJEVO,,512.0,5232.64,09 - Sarajevski Kanton,,,,,,,,,,
45,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17474.0,J.U. Apoteke SA Nabavno-dist. služba,Bistrik Medresa 2,71000,,SARAJEVO,,14.0,143.08,09 - Sarajevski Kanton,,,,,,,,,,
46,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17464.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320,,VOGOŠĆA,,1.0,10.22,09 - Sarajevski Kanton,,,,,,,,,,
47,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17258.0,"PZU Apoteka ""Verdant"" ogranak Verdant 1",Bihaćka br. 1,71000,,SARAJEVO,,30.0,306.6,09 - Sarajevski Kanton,,,,,,,,,,
48,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17453.0,"PZU Apoteka ""VITAPHARM"" ogranak apoteka ""PHARMA NOVA""",Džemala Bijedića 160,71000,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
49,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17456.0,LUPRIV PLUS Mostar ogr.ILIDŽA-HRASNICA,Igmanskih bataljona 3-5,71212,,HRASNICA,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
50,Dorzol 20mg/ml kapi za oči 5ml,27. 12. 2023.,OTP,,17484.0,"PZU Apoteka ""VITAPHARM""",Barska br.40-42,71210,,ILIDŽA,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
51,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17266.0,Privatna apoteka ''Oaza zdravlja'' Sarajevo,Dr.Mustafe Pintola bb,71000,,SARAJEVO,,50.0,511.0,09 - Sarajevski Kanton,,,,,,,,,,
52,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17257.0,"PZU Apoteka ""VERDANT""","Hifzi Bjelevca 36 ,Bačići",71210,,ILIDŽA,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
53,Dorzol 20mg/ml kapi za oči 5ml,25. 12. 2023.,OTP,,17267.0,Privatna apoteka ''Oaza zdravlja'' Sarajevo- Podlugovi,Moševićka br.101,71387,,PODLUGOVI /ILIJAŠ/,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
